salary,company,jobname,jobcont,jobid
4500+ /月,广州英康唯尔互联网服务有限公司,算法工程师,职位描述：岗位职责：1.	帮助团队开发聊天机器人，实现项目的人机实时对话2.	帮助团队搭建机器（深度）学习平台，提高产品的智能化水平3.	帮助团队搭建数据分析平台，对用户数据进行集中分析4.	深入研究业内领先的技术思路、高效算法，进行项目算法设计、实现及优化5.	辅助团队对项目的核心算法进行专利申报任职要求：1.	具备较强的数理逻辑能力与新知识学习能力2.	精通聚类，分类等机器学习算法的原理及应用；3.	精通SVM，神经网络以及Boosting等机器学习算法4.	精通C/C++，Java，Python，Scala等编程语言的一种或多种，具备良好的编码能力；5.	熟悉深度学习算法以及智能计算算法的优先6.	熟悉Hadoop/MapReduce/Spark，或擅长函数式编程的优先；7.	思维严谨、突出的分析和归纳能力，优秀的沟通、团队协作能力8.	参加过大型数学建模竞赛或ACM程序大赛的应届毕业生可以考虑职能类别：算法工程师举报分享,212
10000-14999/月,广州乐收网络技术有限公司,后台高级研发工程师,"职位描述：岗位职责：1、负责后台数据管理系统，参与总体架构，分布式模块的开发实现；2、快速了解业务并抽象，形成架构模块，和交互流程设计；3、为前端快速提供WebAPI接口（RestFUL，不限于RestFUL）；4、持续小步重构后台代码，保证可读、易用、高效；5、适时采用缓存、数据库（分布式数据库）、非关系型数据库6、持续提高代码质量，和后台系统生产效率；7、提出问题，并能快速实现，进行迭代；8、实践自我学习和团队学习氛围任职要求：1、本科计算机相关专业，领域内具备专职至少3年工作经验；2、熟练使用Python（C/C++/Java/GO，一种或多种）；3、熟练操作linux系统（Ubuntu、CentOS）；4、熟练使用web框架（web.py、Tornado、Flask、Django等）,并能快速上手；5、在开发中熟练使用分布式缓存集群（Redis、Memcache等）；6、至少熟悉一种关系型数据库，Oracle、MySQL、Postgre等；7、熟悉一种或几种非关系型数据库，MongoDB、hbase等；8、有并行计算（Hadoop、Spark）经验者优先；9、熟悉管理配置部署工具（SaltStack、Puppet、Chef）者优先；职能类别：网站架构设计师互联网软件开发工程师关键字：后台数据管理架构周末双休交通补助话补立即上岗举报分享",211
10000-14999/月,广东宜教通教育有限公司,数据挖掘算法开发人员,职位描述：1、精通SPARK开源挖掘框架2、熟悉scala、python代码3、具备统计学和数据挖掘算法基础职能类别：软件工程师举报分享,210
6000-10000/月,北京公瑾科技有限公司广州分公司,BI开发工程师,职位描述：岗位职责：1.参与公司商业智能平台的研发工作；2.参与公司商业智能平台的升级改造工作，包括运维工作。任职资格：1.正规院校本科及以上学历，软件/计算机/通信/信息安全/网络工程等相关专业；2.良好的Java开发背景，熟悉Spring/MyBatis技术体系；3.良好的SQL功底，熟悉MySQL或Oracle数据库；4.熟悉Linux；5.了解开源Pentaho产品，包括PRD.Mondrian.Saiku.Kettle等；6.了解Hadoop/Spark相关开源大数据平台；7.沟通能力强，有较强的学习能力，有较强的责任心与良好的团队协作能力。员工福利：1.五天工作制，周一至周五09:00-18:00；2.入职即买社会保险（养老.医疗.工伤.失业.生育）、住房公积金；3.员工生日会；4.舒适的工作环境（Xbox、现磨咖啡机、冰箱、微波炉等）；5.餐费补贴，交通报销；6.下午茶（水果、零食、蛋糕...)；7.康体活动（每周五下午有游泳.羽毛球.乒乓球.跑步等活动任君 选择）；8.人均4.5k的季度奖金+年底双薪。职能类别：网络信息安全工程师举报分享,209
20000-24999/月,广州维猎网络技术有限公司,高级分析系统工程师,"职位描述：岗位职责：1、业务数据分析；2、数据模型设计、开发；3、业务优化方案制定任职资格：1.  熟练掌握SQL、数据库存储过程，熟练掌握一种以上的主流数据库系统 （Postgresql/SQLSERVER/MYSQ/ORACLE等,熟悉Postgresql/SQLSERVER者优先），熟练掌握一种以上的BI展现工具（PENTAHO/BIEE/QLIKVIEW/BO）的使用,熟悉PENTAHO/BIEE优先，熟悉一种以上的ETL工具，熟悉KETTLE及SSIS者优先。熟悉了解大数据平台应用开发（包括HADOOP/HIVE/SPARK），有相关项目经验者优先。2.  熟悉各类数据挖掘模型，如回归、聚类、因子分析、时间序列分析等，熟悉R 或SAS等分析挖掘工具者优先。3.  了解数据分析行业，良好的逻辑思维能力和沟通表达能力，具备良好的需求分析能力，熟悉零售行业分析者优先。4.  具备数据模型设计建模相关的经验，能将商业逻辑转化为数据分析模型。5. 5年以上的数据分析系统开发经验，熟悉电商零售行业特点及数据分析应用者优先；6. 统计、数学、计算机、信息工程等相关专业本科及以上学历。职能类别：系统架构设计师举报分享",208
25000-29999/月,广州悠绿游信息技术有限公司,广告平台技术总监,职位描述：岗位职责：1.系统的需求获取、分析、规划及设计工作；2.负责移动广告平台的架构分析、设计及核心研发，带领开发团队完成开发工作；3.配合项目经理完成项目技术方面的支撑工作，包括技术方案的撰写及需求整理、业务流程的梳理、系统功能的规划。4.执行公司或上级交付的其它工作；岗位要求：1.必须具有大数据和机器学习的相关研发工作经验2.五年以上Java、Python开发经验，有PHP经验者更佳3.兩年以上Hadoop、Spark开发经验4.熟悉Web编程、网络编程（TCP/HTTP协议），具有linux下编程经验和操作经验5.具备扎实的计算机理论基础，有良好的数据结构和算法基础6.熟悉网络编程，具有linux下编程经验和操作经验7.熟悉Mysql数据库，能根据业务需求快速设计高效的数据库，数据库性能优化8.熟悉常用数据结构和算法9.对客户端开发有一定了解10.具有大数据和机器学习的相关研发工作经验11.良好的沟通能力、强烈的责任感以及精益求精的探索精神职能类别：首席技术执行官CTO/首席信息官CIO举报分享,207
10000-14999/月,广东源恒软件科技有限公司,大数据研发工程师,,213
80元/天,实力传播中国,人力资源实习生,"职位描述：- 员工入离职手续办理；- 实习生和***人员日常考勤；- 人力资源系统更新和维护；- 整理归纳员工档案；- 制作人力资源部相关报表；- 协助上级进行招聘工作，包括简历筛选以及面试安排等；- 协助公司内部活动的文案撰写和推广- 协助公司撰写创新的招聘文案- 协助上级进行人力资源等其他日常工作；要求：- 全日制在校学生，课余时间充裕；- 亲和力强，有良好的沟通能力，耐心，注重细节；- 熟悉微软办公软件，尤其是Excel，Photoshop, H5 设计；- 大学英语六级以上，良好的英语口语和写作能力流利；- 大三学生，在读人力资源专业或有相关实习经验的优先考虑；- 业余有写作爱好，文思泉涌、创意满满，有经营微信公众号和微博的经验优先- 每周保证至少四天工作时间（周末除外），全职五天工作时间优先考虑，可实习6个月以上优先；待遇：1、全职实习RMB 80/天，非全职实习RMB 50/天实习补贴。2、国际4A公司的实习证明，优先考虑转正。3、下午茶，每月惊喜，生日会等一大波福利。4、公司同事很nice，愿意教新人，较强的学习氛围。[阳狮集团介绍]阳狮集团 (Publicis Groupe) 是全球最大的广告与传播公司之一,在五大洲104个国家均设有分公司，雇员总数约有45,000名。关于阳狮媒体阳狮媒体（Publicis Media）是阳狮集团旗下的四个业务模块之一，其他三个业务模块是Publicis Communications, Publicis.Sapient 和 Publicis Healthcare。阳狮媒体的全球CEO Steve King，领导星传媒体（Starcom）、实力媒体（Zenith）、精锐媒体 Spark（Mediavest Spark）、突破传播 Blue 449（OptimediaBlue 449）四个全球品牌，连同数字营销优先、数据驱动的专家团队一起，为客户提供卓越价值并助其实现业务革新。通过遍布全球100多个国家和地区的13,500多名员工，阳狮媒体致力于帮助客户坐享现代媒体所带来的商机。职能类别：人事助理举报分享",203
10-15万/年,广州美谛医疗软件有限公司,Big data developer,"职位描述：岗位要求：1、计算机、统计、数学本科及以上学历；2、具备数理统计的基础知识，熟悉常用的数据库和SQL，逻辑性强，对数字敏感，思维缜密，具有一定的数据建模能力；3、敏锐的数据观察和分析能力，具备利用数据分析解决商业、市场营销、风险能力的问题；4、熟练使用ETL工具,SSAS,R语言,Python语言等专业工具中的一种或以上，会编程更佳；4、3年以上的电商数据分析经验优先考虑；5、对基于Hadoop的大数据处理体系有深入认识，具备相关产品（Hadoop、MapReduce、HDFS、Hive、Pig、Sqoop、Oozie、Flume、Zookeeper、HBase）项目应用研发经验者优先考虑;公司福利：1、工作时间：五天制;9：00AM.——6：00PM.；2、 五险一金：购买广州市社保（养老、医疗、失业、工伤、生育、重大疾病医疗）+住房公积金3、 年 终 奖：工作满一年员工年底双薪，不满一年员工按比例折算；4、 法定节假日：带薪享受国家法定假日、年假。带薪享受婚假、产假等。5、 出国培训：公司为优秀员工提供出国培训机会，培训期间，国内工资照发，国外享受美元补贴，通过各方面综合能力的培养 与上升，并享受相应的待遇；6、活动安排：公司每月有固定活动费，员工可以自行商量安排集体活动，如聚餐、旅游、泡温泉等 ；7、员工关爱：员工结婚、生子，公司送祝贺礼物；8、零食：公司每月备有充足零食以飨员工。职能类别：软件工程师举报分享",202
10000-14999/月,广州市沃钛移动科技有限公司,大数据工程师,职位描述：职位描述：1、负责新闻后台相关系统的设计研发及持续优化；2、参与Java基础平台架构设计与优化，通用组件设计与开发；3、参与解决海量数据分布式处理、高效即时查询、数据准确性、运行稳定性等方面的各种技术挑战。任职资格：1、计算机或相关专业本科或以上学历，1年以上大数据工作经验；2、熟悉Linux开发环境，熟练掌握Java开发语言、开源框架及相关的调试技术， 熟悉脚本编程（如shell、python等）；3、深度理解数据模型和数据仓库，有数据挖掘的背景和学习经历，对分类、聚类、关联挖掘和推荐有深刻的认识或经验；4、对大数据分析、机器学习、推荐算法等有一定项目经验，有自然语言学习经验优先；5、熟悉大型分布式、高并发、高可用性系统设计开发，有hadoop或spark生态经验；6、强烈的责任心，对技术充满热情，高效率，良好的沟通能力。职能类别：互联网软件开发工程师算法工程师关键字：LinuxJava开发开源框架大数据挖掘算法举报分享,163
10000-14999/月,深圳市网新新思软件有限公司,大数据研发工程师,职位描述：岗位要求：必须：1. 4年以上工作经验，熟练运用数据库开发工具(postgres、mysql、oracle)。2.具备丰富的金融行业数据仓库基础数据模型设计和开发经验；3.参与过数据管控、元数据项目和数据标准建设；优先：4. 熟悉证券行业资讯产品（万德，贝格，港澳）优先;5. 有大数据平台（HIVE）开发经验优先;6. 有数据仓库(TD)开发经验优先 ;7. 工作细心，耐心，有责任心，有较强的沟通能力和团队协作精神。注：职位为外派驻场职位职能类别：数据库工程师/管理员关键字：大数据hadoophivesqloracle数据库开发数据库spark举报分享,206
8000-9999/月,广州长林智能科技服务有限公司,高级数据库管理员,"职位描述：一、岗位描述：1、负责公司内外网所有数据库（包含Oracle,sqlserver, mysql）的维护，保证其安全、可靠、正常运行；2、负责数据库服务器的管理工作，做好服务器的运行记录，当服务器发生故障时，迅速会同相关人员一同解决；3、负责数据库系统建设，做好服务器的维护、数据库软件的安装、数据库的建立工作，定期对数据进行备份；4、负责数据库的安全防范工作；5、协助软件开发人员完成数据库人间开发所需各类数据库的信息；6、对公司使用的数据库系统架构提出优化建议，保障公司数据库系统稳定运行;二、岗位要求：1、精通Mysql、Oraclel、sqlserver 数据库体系架构设计及读写分离与负载均衡；2、精通Mysql、Oraclel、sqlserver 数据库备份与恢复，以及主从复制原理和实践；3、熟悉数据库的性能优化、SQL调优，理解对锁和事务隔离；4、熟悉数据库容量规划和分表设计方法；熟悉Linux,windows操作系统；5、专业能力：数据库监控、分析、集群、故障处理、性能调优；6、核心能力：精通MySql、Oraclel、Sqlserver数据库；7、三年以上Mysql、Oraclel、Sqlserver  DBA经验，有大型数据库构架经验；8、性格开朗、沟通合作能力强；9、具备以下技能者优先考虑：（1）了解大数据分析处理（Hadoop，Spark,HDFS, MapReduce，Hive）等技术；（2）熟悉Hbase，MogonDB, cassandra等开源Nosql数据库之一；（3）熟悉Linux系统，熟练使用shell/perl/python脚本处理问题。三、福利待遇薪资+国家规定福利社保（五险）+奖金，薪酬不低于省内同行业平均水平（可面谈）。四、联系方式：联系人： 杨先生手机： 18680238177联系邮箱：2518173213@qq.com工作地点：广州市职能类别：数据通信工程师举报分享",161
15000-22000/月,广州市顾睿投资管理有限公司,高级Java工程师,"职位描述：岗位职责：1、负责KTV ERP管理相关系统的整体架构设计、核心功能开发。2、负责整体软件的概要设计、详细设计等，编写软件概要设计和详细设计文档。3、负责指导初级开发人员进行开发，分享技术，协助组经理管理工作。任职要求：1、熟悉以下技能Java,SSH或者Jfinal,Mysql,Linux,jquery等主流Java开发相关技术。2、了解activiti工作流，Redis，Memcached，Maven，Nginx,spark等相关技术中的一些技术。3、良好团队合作精神，有一定团队管理经验，对ERP、OA或者财务软件等管理系统有过设计经验更佳。7、5年以上软件开发相关工作经验，熟悉软件开发和测试过程；经验稍弱的可以应聘稍低的岗位。8、 工作主动性、责任心强，具有良好的人际沟通能力和团队合作精神。面试及上班地点：广州市珠江新城珠江东路16号高德置地广场.冬广场H座2501单元交通指引：地铁猎德站D出口，一直往前走过地下人行道B出口。或地铁珠江新城站、APM花城大道站、公交冼村路中站。职能类别：互联网软件开发工程师高级软件工程师举报分享",205
,中邮消费金融有限公司,IT数据分析岗(广州),"职位描述：IT数据分析岗岗位职责:1、协助hadoop大数据平台的搭建及开发；2、协助推动深度学习技术在消费金融行业中的研究及应用；3、配合开展公司内外数据的收集和整理，根据模型的需要配合实施数据爬取或开展数据合作；4、协助建立和优化公司的客户营销模型和风险控制模型；推动模型在业务应用中的落地实施，并进行持续监控优化。目标专业:计算机、数学、统计学相关专业学历要求:硕士及以上学历任职资格要求:1、熟悉至少一种数据挖掘工具，R/SPSS/SAS语言等；2、熟悉至少一种编程语言（Python,C/C++,Java等）；3、熟悉MySQL，ORACLE，PostgreSQL等数据库的运行机制和体系架构经验,熟悉sql语句；4、较强的数学功底及建模能力，熟悉主流的预测分析、分类分析、聚类分析、关联分析、时序分析的算法；熟悉主流的信用评分模型方法及适用场景；5、了解分布式文件系统HDFS，有MR、Spartk、Storm等分布式编程模型的经验；了解主流的Hadoop生态数据采集框架；了解Spark编程原理和运行结构；6、了解机器学习的一般模型；例如分类、聚类、预测，理解一些常用的特征选择和矩阵分解算法。工作地点：广州职能类别：储备干部举报分享",204
15000-19999/月,广州智能科技发展有限公司,大数据产品经理,"职位描述：岗位职责：1、负责大数据项目及产品设计、规划工作，根据客户需求进行规划定义和原型设计；2、负责目标市场研究及行业典型用户需求研究与竞品分析；3、客户反馈收集及改进方案计划；4、负责与项目及产品相关的推广交流，及时为重要用户提供相关的咨询工作和服务。5、负责在项目及产品开发过程中与研发团队、测试团队密切合作，跟踪开发进度，组织产品上线以及上线后的产品运营工作。6、密切监控产品的各项服务，及时识别用户体验方面的问题并积极推动研发部门解决。任职要求：1、IT行业3年以上产品经理工作经验；2、对于大数据理论、行业应用有深刻认识与研究，具有大数据项目实施相关经验者优先；3、熟悉Hadoop,Spark,devops。4、良好的业务理解能力、逻辑思维和沟通能力，有成熟大数据产品或大数据一体机经验优先。5、较强的自我驱动力、推动和协调能力，强烈的责任心和团队合作精神。职能类别：产品经理/主管项目经理举报分享",162
6000-10000/月,骆驼服饰,高级大数据平台开发工程师,"职位描述：岗位职责:1、基于hadoop、spark等构建数据分析平台，进行设计、开发分布式计算业务;2、辅助管理Hadoop集群运行，稳定提供平台服务;3、数据仓库项目设计与程序开发;招聘要求：1、计算机相关专业本科及以上学历，3年以上编程经验，熟悉hadoop原理、熟悉hadoop集群的搭建、管理及优化；2、熟悉HDFS/HBase/Hive/MapReduce，有丰富的分布式编程及海量数据处理经验；3、熟悉Core Java, 熟悉Java IO, NIO, 多线程编程；4、熟悉Spring MVC、Spring、Hibernate；5、了解数据仓库的模型开发过程及主流的ETL工具，参与过ETL开发工作;6、熟练掌握Linux操作系统，熟悉shell等脚本编程；7、责任心强，认真细致，良好的沟通能力和团队协作精神，有清晰的逻辑思维能力。职能类别：高级软件工程师关键字：大数据平台hadoop分布式编程举报分享",159
8000-15000/月,广州银博信息技术有限公司,大数据工程师,"职位描述：任职要求：1，全日制大学专科及以上学历，计算机相关专业，2年以上相关工作经验；2，有Hadoop,mahout或者spark,mllib等大数据平台实践经验；3，熟悉Java、R语言或Scala等开发语音；4，熟练掌握各种数据分析方法，基本统计技术、指标维度分解方法，各类机器学习方法、熟悉分类，聚类，推荐，自然语言处理等算法者优先；5，熟悉 Unix/Linux环境，熟悉SQL, Nosql技术；6，具有良好的自学和自律能力；具有良好的沟通及口头表达能力；7，工作热情主动、踏实、勤奋，有很强的责任心和团队协助精神，能够在较强压力下工作；8，有银行项目经验者优先，有流程开发经验者优先。9，在需要的情况下愿意接受驻点工作。上班时间：9：00-17：30，五天工作制。福 　 利：五险一金、年终奖金、加班补助、重大节日礼金礼品、不定期集体聚餐活动、年度旅游等等。假期福利：除法定假期外，公司员工额外享有公司提供的带薪年假、探亲假、产假、婚假等。联系方式：公司地址：广州科学城科学大道162号创意大厦B1栋5层506室电　  话：020-82557081简历投递：hr@wingsbro.com职能类别：软件工程师高级软件工程师关键字：大数据工程师举报分享",160
10000-16000/月,广州玄润信息科技有限公司,数据工程师（Hadoop）,职位描述：岗位职责1.在技术总监的领导下，负责数据分析平台的设计与搭建2.负责产品架构演化，性能调优技能要求1.熟悉C/C++/JAVA/PYTHON语言中一种，有海量数据处理和并行计算开发经验2.熟悉Hadoop、Hive、Spark、Impala、Storm中一种或多种技术，熟悉MapReduce编程3.熟悉但不限于聚类，个性化标签，属性挖掘等领域4.具备金融行业数据开发、有海量数据分析、熟悉大规模推荐系统经验者优先5.良好的业务理解与建模能力，能够快速学习新领域6.良好的团队合作精神，较强的沟通能力和钻研能力职能类别：数据库工程师/管理员算法工程师关键字：数据挖掘数据分析数据工程HadoopSpark举报分享,158
10000-18000/月,有米科技股份有限公司,高级Python开发工程师,职位描述：岗位职责：与算法团队和产品团队协作，开发数据平台可视化及分析系统。任职要求：1.精通Python，有用Python进行Web系统开发经验，熟悉Django，Flask，Tornado等Python Web开发框架。2.对数据结构和算法设计有较为深刻的理解。3.有Hadoop/Spark开发经验。4.有大规模数据挖掘/推荐系统/机器学习的项目经验 。5.良好的逻辑思维能力，较强的沟通能力和表达能力，具备良好的团队合作精神和主动沟通意识。6. 两年以上开发经验。职能类别：系统工程师互联网软件开发工程师关键字：平台开发Python后端系统开发HadoopSpark举报分享,157
25000-35000/月,美的集团,大数据开发工程师（金融）,职位描述：【岗位职责】：1、参与大规模数据快速查询系统的架构设计和开发；2、大规模数据挖掘和机器学习算法的实现；3、在线和离线海量数据分析平台的开发；4、研究大数据前沿技术，提升系统的运维效率；5、实现大数据基础架构平台（Hadoop/Spark/MPP DB）的自动化运维；【任职要求】：1、具有3年以上大数据开发经验，至少熟悉一种编程语言（Python/Java/Scala）；2、熟悉Hadoop等分布式系统开发，数据仓库技术；3、熟悉HDFS/HBase/Hive/MapReduce，掌握Mapreduce程序开发；4、熟悉分布式系统概念、架构，有大规模分布式系统设计、实现、部署等经验；5、强烈的责任心与求知欲，开源社区的活跃贡献者优先；6、有较强的书面与口头沟通表达能力，独立分析、解决问题的能力。【职位诱惑】：1、公司有对员工免费的食堂、班车、宿舍、健身房、篮球场、羽毛球场、游泳池2、每年8月份15天大假+5000旅游基金。3、互联网金融业务，发展前景相当逼格。4、最火热的互联网金融业务（信贷、消费金融、众筹 等等）5、大平台，发展空间大6、BAT 精英云集，对个人增值提升潜力巨大7、开放的互联网文化，扁平式管理方式职能类别：高级软件工程师举报分享,154
8000-16000/月,广州酷旅旅行社有限公司,数据开发工程师/大数据工程师,"职位描述：职位描述：1.负责大数据平台软件需求分析、设计；2.参与产品需求讨论、应用产品系统架构的设计、开发；3.负责编写相应的需求、设计与技术文档；4.参与线上系统环境的升级、运维监控、性能调优,向系统使用者提供技术支持服务。岗位要求：1.本科以上学历，2年以上大数据相关设计或研发经验；2.熟悉分布式系统的架构，有分布式系统架构设计、大数据架构设计的经验，至少1个以上大型成熟项目的经验；3.精通 Java、HFDS、MapReduce，并有相关的开发及优化经验；4. 熟悉Spring、Spring Batch，Solr全文检索与推荐引擎开发；5.熟悉MySql、SqlServer等数据库系统，有数据库编程经验、熟悉数据仓库的ETL的开发,有海量数据处理相关经验；6.熟悉Hadoop、HBase、Hive、Spark、Storm等软件，至少精读过一个源码；7.有电商大数据开发经验；8.强烈的责任心，良好的沟通协调能力,较强的学习能力。职能类别：互联网软件开发工程师高级软件工程师关键字：大数据开发大数据平台搜索引擎开发数据仓库数据库举报分享",156
8000-15000/月,广州舜飞信息科技股份有限公司,后端开发,职位描述：工作内容：我们需要一位具备高并发战斗力的后端工程师，负责舜飞平台系统架构的开发与日常维护，根据业务规划制定相应技术规划，推动系统更新迭代。并且，负责项目中的关键技术难度攻关和预研。基础要求：计算机相关本科或者以上学历，1-3年工作经验熟悉网络编程、多线程编程技术，有从0-1完整的系统开发和设计经验熟悉Linux平台上的C/C++/golang/java语言编程，对高并发处理有一定经验熟悉常用数据结构与算法，掌握Redis、MongoDB、Mysql等常用数据库熟练掌握软件工程各个过程，熟悉软件技术文档的编写；具备优秀的文档编制习惯和代码书写规范责任心强，具备良好的团队合作精神和承受压力的能力英语四级以上水平，具备一定的听、说、读、写能力在github或者其他技术社区有相关作品可欣赏加分项目：熟悉Hadoop生态圈(Hive、Hbase、Storm、Spark等)安装部署和使用者优先职能类别：软件工程师互联网软件开发工程师关键字：高并发golang功能开发举报分享,155
10000-20000/月,深圳市施德朗电气有限公司广州分公司,云计算(结构)软件开发工程师,"职位描述：岗位职责：1、协助产品总监进行系统整体架构的规划和设计，进行技术可行性验证及技术选型，指导项目开发组按架构设计进行研发实施；2、负责云计算和分布式计算相关前沿技术研究；3、负责技术方案中关键技术问题的攻关和预研，验证技术可行性，并实现原型，指导研发进行具体设计和实现，并协助开发工程师解决实现中遇到的问题；4、 研究竞争对手和竞争产品的具体技术实现情况，为公司产品的技术方向提供借鉴和参考；5、优化和提高云平台现有技术架构，进行云平台故障分析、系统健康检查、系统调优等；6、负责或参与各项研发过程的技术评审工作；7、制定系统相关的技术接口和规范；8、协助和指导售前进行具体项目技术方案设计；9、作为高级架构师储备人才，完成上级交办的各项工作。任职要求：1、本科及以上学历，计算机相关专业；2、5年以上工作经验，三年以上大中型应用系统（分布式）架构设计经验，独立承担过大中型系统架构和设计；3、熟悉分布式计算和云计算相关技术理论，有架构和设计实践经验；4、对现有云计算主要产品的相关技术有较深的研究和了解，如：分布式索引服务，支撑搜索，数据平台供查询数据的存储；5、熟悉主流应用服务器的架构体系和实现原理以及各种中间件技术，如Nodejs,tomcat、jboss、weblogic、websphere；6、熟悉常见数据库，mysql、oracle、sql server；7、精通多种开发语言，尤其是C/C++,javascript,Java，熟悉常见开源框架和技术原理，如Hadoop, spark，HBase等；8、深刻理解并熟练运用软件设计原则和设计模式，熟练掌握UML及常见建模工具；9、具有较高的抽象与分析、归纳能力，逻辑分析能力、学习能力和创新能力强，具有团队合作精神，良好的语言表达及沟通能力；10、了解最新的技术及发展趋向，懂得怎样衡量各种设计方法的利弊，懂得平衡各种开发局限的制约；11、 具有较强的文档撰写能力和良好的英文阅读能力。职能类别：软件工程师举报分享",152
15000-19999/月,星火教育集团,技术经理,"职位描述：工作职责1、负责产品线技术管理体系的建设和维护；2、负责配合产品经理进行技术可行性评估，确定技术框架；3、负责将用户需求转化为技术方案，编写核心相关技术文档；4、负责产品线开发过程中的通用技术和关键核心技术的研发；5、负责产品线核心技术团队的管理和培养，包括任务分派和质量考核。任职资格1、至少5年以上JAVA开发工作经验，有管理技术团队的经验；2、熟悉Java EE相关技术，对框架有深入理解（Java/Struts/Spring/iBatis/hibernet等）；3、熟练使用常见关系型数据库（SQALServer、Oracle,DB2、Mysql），数据库优化经验者，Apache Storm、spark有实战经验者优先；4、能熟练编写相关技术文档，包括系统设计文档（概要、详细）、软件流程图等；5、熟悉软件开发流程、设计模式、体系结构，有组织设计大型软件系统框架的能力；有大型项目 分布式架构能力。6、具有良好的表达与沟通能力，较强的业务分析能力，较强责任感和较强团队协作精神；7、对移动互联网产品与平台产品有丰富设计与管理经验，有成功上线运营的产品，对互联网产品有独到的见解与认识；8、了解教育类相关产品，或者对教育的互联网未来有自己独特的见解。职能类别：技术总监/经理举报分享",153
8000-15000/月,彩讯科技股份有限公司,大数据运维实施工程师,"职位描述：1.负责公司大数据平台搭建、发布部署及相关变更工作；2.负责公司大数据平台的日常数据采集、数据备份、应用计算、问题分析处理等工作；3.负责项目运维相关工作，协助客户管理，及时反馈客户需求；4.负责项目过程中平台运维状况与质量报告；5.负责处理各类异常和故障，确保系统平台的稳定运行。6.梳理优化平台使用的流程及规范，提高运维质量和客户满意度；任职要求：1.计算机相关专业，大专学历以上，工作经验1-3年；2.熟练掌握Hadoop、Hive、Spark等技术原理，有实际的大数据平台运维经验；3.拥有Linux和Windows操作系统服务器维护经验，熟悉Shell脚本语言、Mysql,SQL/HQL语言；4.具有良好的沟通能力、文档能力、协调能力、抗压能力；5.有大数据量系统运维、调优或电力行业工作经验者优先；6.有项目现场驻点支撑经验者优先。职能类别：技术支持/维护工程师软件工程师举报分享",114
15000-19999/月,广州市智蓝电子商务有限公司,Java高级软件工程师,"职位描述：【岗位职责】1．参与公司ERP等系统设计开发工作及梳理企业软件核心需求，并做整体分析，提出意见及解决方案；2．核心框架与核心代码的开发，开发及相关设计文档的编写,及复杂业务的数据库设计解决技术难点；3．负责跟踪开发人员的开发进度，把控代码质量审核工作，并控制算法和编码规范；4．解决技术难点，保证开发进度及品质。5.负责核心模块设计实现，创新技术的引进，关键技术攻关；6.负责技术团队指导工作，提高团队技术水平和工作能力；7.配合项目经理处理公司相关项目管理工作。【岗位要求】1．本科以上学历，软件开发/计算机信息与管理相关专业；2.5年以上Web开发经验，具有独立完成项目开发的工作能力；3.熟悉mysql 、Oracle、SQLServer 数据库，熟悉数据库结构设计；4.至少精通J2ee、Spring mvc、Hibernate等，对数据结构和算法设计有较为深刻的理解；5.熟悉类Linux、Windows等操作系统；能够使用常见Linux命令；6.工作积极主动，有责任心，能够承担压力，并具有很强的分析能力和解决问题的能力，较强的学习能力和沟通能力，具备良好的团队合作精神；7.有电商平台(eBay、Aliexpress、Amazon等 )相关API使用经验优先考虑；8.熟悉Hadoop分布式计算框架（HDFS、HBASE、HIVE、MapReduce、SPARK、STORM、Zookeeper等）、Docker、RabbitMQ，Kafka的实际经验优先考虑。一、公司为您提供完善的个人发展平台，成功加入智蓝您将享受：（1）  薪酬福利：社保福利；完善的宽带薪酬及年终奖励制度，多通道职业发展路径， 根据绩效表现每年有1-2次调薪机会，对优秀人才实行丰厚的长期奖励计划。（2） 社会保障：享有社保福利。（3） 文化活动：生日会、学习文化、社团文化、快乐工作日及天觅藏经阁书籍阅读等各式各样的成长文化、趣味文化。（4） 培训体系：核心骨干提升班、中高层管理班、职业经理人规划等内训体系。（5） 年度旅游：每年定期组织1-2次大型旅游活动，优秀员工特定旅游奖励。（6） 法定假期：年假、婚假、产假、公众假期等福利。（7） 办公环境：多功能员工休闲室、户外露天阳台、独立茶水间等。8） 感恩津贴：在中秋佳节为员工父母送上500-5000元不等的感恩津贴。9） 节日礼金：在我国传统节日送上节日礼金或礼品，以表心意。10）活动经费：部门活动经费，用于部门伙伴聚餐、唱K等娱乐。11）休假制度：公司实行5天工作制。12）其它福利正在逐步完善中。二、乘车路线（1）地铁线：2号线飞翔公园A出口【步行10分钟或乘坐便民车（飞翔公园—松柏北街）至终点站】（2）公交线：交电新村站、机场立交北站步行5分钟至景豪商务中心B座（3） 具体路线可参考链接查询：http://www.zuoche.com/职能类别：高级软件工程师举报分享",113
