salary,company,jobcont,jobname
2000-2999/月,广州神骏网络科技有限公司,"职位描述：亲爱的，茫茫人海，蓦然回首，你在哪里？在这里，我们没有官僚教条主义；在这里，我们拒绝平庸；在这里，你可以天马星空，但不能眼高手低；在这里，你可以任性，但必须爱公司爱团队爱小伙伴；在这里，你可以不完美不周全，但必须有想法有激情……如果你是一个有能力有思想有理想有干劲的四有好青年；那么，加入我们，成为我们的小伙伴，一起创造未来！！！-----我们拥有的优势------ 多迪互联网集团具备十多年的网站建设及网络营销经验- 累计为5000多个国内知名品牌提供网站设计、网站开发、网络营销及移动开发等整体解决方案- 资深行业专家构建的优质团队- 千亿的巨额市场- 宽广的行业人脉- 风险投资热点领域-----我们能带给你------ 拥有多年项目开发经验的行业资深项目经理带领团队- 有无工作经验都可以进入公司实习,提供饮食和住宿- 不限专业，同时也为应届毕业生提供实习岗位- 身价呈几何倍数增长- 短期晋级高净值人群的财富机遇- 公司团队有冲劲，成员80,90后为主- 基本工资+提成奖金，奖金不设上限- 上班时间为五天制，早九晚六，中午两小时休息时间，双休- 公司不定期组织聚餐、活动及旅游- 个人能力突出者可以推荐到全国各地分公司工作-----晋升空间-----实习PHP工程师——PHP工程师——高级PHP工程师——系统架构师、项目经理、产品经理——项目总监——CTO（首席技术官）-----岗位职责-----1.由项目经理带领团队，完成网站开发任务；2.能够独立建站，能协助团队完成网站后台开发；3.运用PHP程序开发经验，根据主管部门要求对项目进行修改及开发；4.负责采用PHP+MYSQL技术开发网站前台功能及后台功能系统；5.根据PHP/MySQL(SQL SERVER)开发，编写基础应用程序；6.参与项目可行性分析、技术可行性分析和需求分析，确定技术解决方案及项目进度计划；7.编写程序代码，设计数据库，按时按质按量完成项目各项功能；-----如果你------ 逻辑思维能力强，性格开朗，责任心强，工作积极主动；- 有无基础都可以，但必须对软件开发有兴趣,喜欢从事PHP开发工作；- 学习能力强，工作热情高，富有责任感，在项目经理的指导下完成工作内容；- 具备强烈的进取心和良好的团队合作精神；- 热爱互联网工作，致力于成为互联网精英；- 自信拥有专精的职业化素养，敢闯，敢干，务实稳健！- 加入我们吧！您魅力的展现地，一寸方圆，鬼斧神工的刻画！- 放飞你的思想，让这里成就您艺术的天堂！广州市天河区天河路365号天俊阁11楼1103-04室   坐车路线，地铁3号线石牌桥D出口，或1号线体育中心A出口；公车石牌桥站职能类别：技术支持/维护工程师计量工程师举报分享",高薪诚聘实习php程序开发
2000-2999/月,广州神骏网络科技有限公司,"职位描述：亲爱的，茫茫人海，蓦然回首，你在哪里？在这里，我们没有官僚教条主义；在这里，我们拒绝平庸；在这里，你可以天马星空，但不能眼高手低；在这里，你可以任性，但必须爱公司爱团队爱小伙伴；在这里，你可以不完美不周全，但必须有想法有激情……如果你是一个有能力有思想有理想有干劲的四有好青年；那么，加入我们，成为我们的小伙伴，一起创造未来！！！-----我们拥有的优势------ 多迪互联网集团具备十多年的网站建设及网络营销经验- 累计为5000多个国内知名品牌提供网站设计、网站开发、网络营销及移动开发等整体解决方案- 资深行业专家构建的优质团队- 千亿的巨额市场- 宽广的行业人脉- 风险投资热点领域-----我们能带给你------ 拥有多年项目开发经验的行业资深项目经理带领团队- 有无工作经验都可以进入公司实习,提供饮食和住宿- 不限专业，同时也为应届毕业生提供实习岗位- 身价呈几何倍数增长- 短期晋级高净值人群的财富机遇- 公司团队有冲劲，成员80,90后为主- 基本工资+提成奖金，奖金不设上限- 上班时间为五天制，早九晚六，中午两小时休息时间，双休- 公司不定期组织聚餐、活动及旅游- 个人能力突出者可以推荐到全国各地分公司工作-----晋升空间-----实习PHP工程师——PHP工程师——高级PHP工程师——系统架构师、项目经理、产品经理——项目总监——CTO（首席技术官）-----岗位职责-----1.由项目经理带领团队，完成网站开发任务；2.能够独立建站，能协助团队完成网站后台开发；3.运用PHP程序开发经验，根据主管部门要求对项目进行修改及开发；4.负责采用PHP+MYSQL技术开发网站前台功能及后台功能系统；5.根据PHP/MySQL(SQL SERVER)开发，编写基础应用程序；6.参与项目可行性分析、技术可行性分析和需求分析，确定技术解决方案及项目进度计划；7.编写程序代码，设计数据库，按时按质按量完成项目各项功能；-----如果你------ 逻辑思维能力强，性格开朗，责任心强，工作积极主动；- 有无基础都可以，但必须对软件开发有兴趣,喜欢从事PHP开发工作；- 学习能力强，工作热情高，富有责任感，在项目经理的指导下完成工作内容；- 具备强烈的进取心和良好的团队合作精神；- 热爱互联网工作，致力于成为互联网精英；- 自信拥有专精的职业化素养，敢闯，敢干，务实稳健！- 加入我们吧！您魅力的展现地，一寸方圆，鬼斧神工的刻画！- 放飞你的思想，让这里成就您艺术的天堂！广州市天河区天河路365号天俊阁11楼1103-04室   坐车路线，地铁3号线石牌桥D出口，或1号线体育中心A出口；公车石牌桥站职能类别：技术支持/维护工程师网络管理(Helpdesk)举报分享",实习移动端程序员双休包吃住
300元/天,青岛国鑫信息科技有限公司,职位描述：长期招聘苹果手机***人员，只要有苹果手机（未越狱）就可以做！有意加入的朋友，关注微信公众号 qqmi66 【试客城】，直接在“试客城”微信公众平台上操作。无需申请职位，投递简历！请务必添加公众号内的工作人员微信，会得到更多惊喜！更多赚钱任务通知。?工作内容：1、工作是通过官方平台领取指定试玩任务（列如京东、携程旅游之类的软件），单个任务只需3分钟试玩，帮助软件提高同类软件中展示排名，同时获得app厂家给予的报酬2、试玩成功后会有消息提示，收到成功提示后可以删除下载的软件，并进行下一个软件的试玩，不必担心内存不足的问题。3、因为是在苹果应用商店中下载软件（试玩app是为推广企业app在应用商店中的排名 ），所以百分百安全可靠；无风险。薪酬说明：1、苹果用户平均每个软件的试玩薪酬为2-4.5元， 试玩成功后，薪酬及时到账！2、薪酬统一通过支付宝或微信钱包发放；请及时转账。3、不收取任何押金会费。报名方式：关注微信公众号 qqmi66 【试客城】，直接在“试客城”微信公众平台上操作。请务必添加公众号内的工作人员微信会获得更多惊喜，更多任务提醒。以下为引用词（请忽略）：有做过淘宝客服、淘宝运营、淘宝推广、淘宝店长、天猫客服、天猫运营、天猫推广、天猫店长、直通车推广的朋友欢迎加入在家办公 在家上班 在家*** 在家做 在家视频授课 在家中工作 在家也能赚钱 在家创业 在家***销售/长期招聘/暑期***钻展 足疗保健 总经理 总机 总工程师 总裁助理 总裁 总编 装修装潢设计 装卸工 撰稿 助理主持人讲师 主持人 主编周末*** 钟点工 置业顾问 质量管理 质量工程师 质检 制造工程师 制冷工 直销总监 直销员 直销业务直销销售直销经理直通车钻展推广专员 直通车专员 直通车运营专员 直通车优化专员 直通车推广 直通车推广 直通车手证券总监 证券经理证券经纪人 证券分析 招生 招商总监 招商专员 招商助理 招商主管 招商区域经理 招商经理 招商顾问招商代表招商部经理招聘专员 招聘助理 招聘主管 招聘经理 展览设计 造价员造价师 在家办公 运营专员 运营助理 运营主管运营经理运营督导运营策划 运营 运动教练 月嫂 园林工程师 园林 预算员 育婴师 语文教师 瑜伽老师 幼师 幼教油漆工硬件工程师应届生应届毕业生 营业员 营养师 营销总监 营销专员 营销助理 营销主管 营销推广 营销拓展专员 营销经理营销顾问 营销公关营销代表 营销策划经理 营销策划 迎宾接待 英语教师 英语翻译 英语 银行主任 银行经理 银行会计银行柜员 音乐教师艺术 仪表工程师 医药代表 医药 医生 医疗器械销售 一件代发 一级建造师 业务助理 业务员 业务拓展业务人员 业务开拓业务精英 业务经理 业务跟单 业务代表药剂师验光师 学生*** 信用卡业务 心理医生校对员 小语种翻译小时工 销售总监销售助理 销售主管 销售支持 销售人员 销售精英 销售经理--区域具体为：北京、上海、武汉、成都、深圳、南京 、武汉、重庆 天津 广州销售行政专员 销售管理 销售顾问 销售工程师 销售代表 项目主管 项目经理 系统架构师 洗碗工洗头工西班牙语翻译物流总监 物流专员 物流助理 物流主管 物流经理 物流 物理教师 舞蹈教师 五险一金 无责任底薪文员 文案创作 文案维修工程师 微信专员 微信运营专员 微信运营 微信营销经理 微信推广 微信代理 网站运营 网站营运专员网站策划网站编辑 网页设计 网上做*** 网上*** 网络运营专员 网络营销总监 网络营销专员 网络营销主管网络营销员网络营销推广专员 网络营销推广 网络营销经理 网络营销顾问 网络营销策划 网络营销SEO 网络销售 网络推广专员网络推广 网络*** 网络管理员 网络工程师 网络导购经理 网络 网店运营专员 网店运营 网店推广网店推广 网店店长/客服网店店长 外企 外贸专员 外贸 外汇经纪人 挖掘机司机 拓展总监 拓展专员 拓展助理 拓展主任拓展主管/经理 拓展主管拓展培训师 拓展经理 拓展部经理 推拿按摩 推广总监 推广专员 推广助理 推广主管 推广员 推广业务员推广经理推广代表 推广部经理 推广 土建工程师 投资顾问 统计员 调度员 调查 天猫推广专员 天猫推广天猫美工 体育教师淘宝运营专员 淘宝运营主管 淘宝运营 淘宝推广 淘宝美工/天猫美工/网页设计 淘宝客服专员 淘宝客服主管 淘宝客服***淘宝客服/天猫客服/网店客服 淘宝客服 淘宝客 淘宝*** 淘宝店长 淘宝 苏宁易购美工 送水工 司机 税务专员 税务助理税务主管 税务经理 水暖工 双休 数学教师 数据库工程师 瘦身顾问 售前客服 售前工程师 售楼员售楼业务员 售楼代表售楼处 售后客服 售后工程师 首席执行官 首席运营官 首席信息官 首席设计师 首席财务官 收银员室内设计师 视觉事业单位 市场专员 市场营销 市场拓展 市场企划 市场开拓 市场合伙人 市场导购经理 食品加工食品处理 实习生实习 施工员 生物制药 生产总监 生产主管 审计专员 审计助理 审计主管 审计经理 设计师 设计奢侈品业务商务专员 商务助理 商务主管/专员 商务文员 商务拓展经理商务经理 商务代表 商务车司机 软件工程师 日语翻译 日语人事总监 人事专员 人事助理 人事主管 人事经理 人事 人力资源 热搜职位 渠道总监 渠道专员渠道销售 渠道拓展渠道经理 渠道代理 渠道/分销经理 区域销售经理切割工 钳工 前台 汽车修理 汽车销售 汽车美容 汽车经纪人汽车检验 汽车检测 期货经纪人 普工 平面设计师 平面设计 品质主管 品质 品管 配菜工 培训专员培训助理 培训助理培训主管 培训师 培训经理 跑业务 排版设计 女装 服装 男装 童装 箱包 鞋子 3C电器 暖通工程师 年底双薪 木工摩托车修理 面点师 免费代理 秘书 门童 美术指导 美术设计 美术教师 美术编辑 美容助理 美容整形师美容学徒 美容师美容顾问 美容店长 美容导师 美容 美甲师 美工 美发助理 美发学徒 美发师 美编设计 贸易专员卖场经理 律师助理律师事务所 律师 旅游顾问 录入员 理赔专员 理赔顾问 理疗师 理货员 理财销售 理财师 理财客户经理理财经理理财规划师 理财顾问 财务规划师 理财专员 理财顾问 礼仪迎宾 礼仪模特 礼仪接待 礼仪保安 礼仪老师快消 快递员库管员 库管 客户主管 客户经理 客户关系管理 客服总监 客服专员/助理(非技术) 客服专员客服助理 客服主管 客服经理客服 聚划算 酒店管理 经理助理 经理秘书 京东运营专员 京东运营助理 京东运营主管 京东运营经理京东运营京东商城美工 京东商城 京东美工 京东客服 京东店长 金融 结构工程师 接待 教育培训 教务 教师助理教师助教 教师教练 讲师 健身教练 建筑设计 建筑 建筑 建造师 简历指导 简历翻译 ***小时工 ***家教 ***导购*********促销 *** 监理工程师 驾校陪练 驾校教练 驾驶员 家居用品设计 家教 加盟拓展 技术总监技术专员 技术助理技术支持 技术经理 技术工程师 技工 记者 计算机 急聘 基金经理人 机械 货车司机 活动 绘图员会议专员 会议主持人会议主持 会议营销经理 会议营销讲师 会议营销 会议销售 会议接待 会议服务 会计助理 会计师会计*** 会计化妆师 化妆品导购 化妆品 化学教师 护士长 护士 护理主任 护理 护工 互联网 后厨 行政总监行政专员 行政助理 游戏 游戏高手 游戏试玩 操盘手 交易员 白领 蓝领 金领行政主管 行政经理 行政 行李员 焊工 韩语翻译 国企 锅炉工 广告制作 广告文案 广告设计 广告创意公务员 公司：百度 阿里巴巴 联想 华为 腾讯 谷歌 小米 慧聪 公交车司机 工业工程师 工人工厂 跟单 高薪 钢琴教师副总编 服装设计 服务员 服务 粉丝营销 分销平台 房地产 房产经纪人 翻译 法语翻译 法务专员法务助理 法务主管法务经理 法务 法律顾问 发型师 发帖 发传单 二手车评估师 二级建造师 俄语翻译 多媒体设计动画设计 店长 店员 应届毕业生电子商务总监 电子商务专员 电子商务销售 电子商务美工 电子商务客服 电子商务经理 电子商务打包工电子商务电子 外贸 电气工程师 电气 电话营销员 电话营销 电话销售专员 电话销售主管 电话销售精英 电话销售代表电话销售电话客服 电话客服 电工 底薪+提成 德语翻译导游 导购员 导购 单证员 带车司机 代理招商 代理商 代发货淘宝代发货 大学生 大堂领班 大堂经理 大客户经理 大客车司机 促销员 创意总监 创意指导 传单派发传菜员 储备经理人储备经理 储备管理干部 储备干部 储备店长 厨师长 厨师 出租车司机 出纳 程序员 陈列员 车间主任厂长 铲车司机产品专员 产品推广宣传设计 产品设计 产品经理 茶艺师 叉车司机 策划总监 策划专员 策划助理策划主管 策划文案策划师 策划设计 策划经理 策划部经理 策划编辑 测试员 操作工 仓库主管仓库经理 仓库管理员 仓管员 仓管 餐饮管理 彩妆培训师 采购主管 采购员 采购文员 采购经理采购跟单 采购 采编 二胎 早教 亲字顾问 课程顾问 家教 二宝财务总监 财务助理 财务主管 财务经理 财务分析 财务 材料工程师 编辑 保育员 保险营销员 保险业务员保险业务经理/主管保险培训师傅 保险内勤 保险理赔 保险客户服务/续期管理保险经纪人 保险金融 保险顾问 保险代理/经纪人/客户经理保险产品开发/项目策划 保姆 保洁 保安 包装设计包装工程师 钣金工 搬运工 班车司机 安全员 VI品牌设计 SEO sem专员 军人*** 退伍军人sem主管 sem优化师 sem推广专员 sem经理 Photoshop/ Coreldraw /illustrator/ dreamweaver JAVA工程师Java CRM CFO ceo专员 ceo助理 ceo秘书 ceo/总经理 ceo CAD制图 CAD设计 4S店 3D设计市场推广 业务 业务经理 淘宝*** 网络*** 大学生*** 业务*** 大学生*** 网络推广 ***推广渠道销售 直销销售 电话销售 ***销售 网络*** ***推广 ***营销 ***网络销售网络销售 网络*** ***销售 ***班主任 大学生*** 网络推广 兼微信代理 *** 不限制工作地 免费代理 一件代发 网络渠道推广专员 网络渠道招商 网络渠道销售经理*** 网络*** 居家*** ***客服 网络渠道推广 网络渠道销售 网络渠道拓展 网络渠道专员 网络渠道推广、seo优化网络推广，芝麻妹，编辑，网络编辑，***，网络***，化妆品，化妆品比价，推广，实习分销专员 分销经理 分销主管 分销代表 分销员 分销业务员 分销销售经理 分销导购员 分销商务经理 宝妈 学生*** 临时工***销售 代理 客服 *** 在家*** 晚上*** 淘宝*** 学生*** 网上***周末*** 全职妈妈 小时工 钟点工 录入 打字职能类别：兼职大学/大专应届毕业生关键字：学生客服文员实习生销售应届生派单行政前台客服举报分享,苹果手机兼职/试玩app/可长期/不限时间地点
2000-4000/月,广州神骏网络科技有限公司,"职位描述：任职要求：1.专业不限，要有一定的逻辑思维,热爱互联网工作；2.有无基础都可以（入职参加岗前训练），但必须对高端建站行业有兴趣；热爱互联网，喜欢从事IT技术类工作；3.学习能力强，工作热情高，富有责任感，在高级工程师的指导下完成工作内容；4.本岗位欢迎优秀应届毕业生前来应聘。（学习能力强者可宽松学历要求）岗位职责：1、负责采用PHP+MYSQL技术开发网站前台功能及后台功能系统；2、负责网页切图，采用DIV+CSS布局制作静态网页，兼容IE6、IE7、IE8FF浏览器；3、掌握SVN版本控制工具，采用SVN与其他工程师实现代码同步及协同开发；4、团队协作，配合项目经理的管理工作，高效完成网站功能开发。福利待遇：1、岗前训练入职参加岗前训练，掌握岗位必须具备的工作技能。2、实习薪资实习期间包吃包住，薪资为基本工资+项目提成，多劳多得，不设上限。3、上班时间五天制，早上九点到下午六点，中午休息两小时，周六日双休。考核与晋升实习PHP工程师——PHP工程师——高级PHP工程师——系统架构师、项目经理、产品经理——项目总监——CTO（首席技术官）职能类别：软件工程师高级软件工程师关键字：周末双休带薪年假五险一金年终双薪绩效奖金全勤奖包吃包住包住宿包三餐举报分享",高薪IT软件开发工程师包食宿
3000-4499/月,广州神骏网络科技有限公司,"职位描述：任职要求：1.专业不限，要有一定的逻辑思维,热爱互联网工作；2.有无基础都可以（入职参加岗前训练），但必须对高端建站行业有兴趣；热爱互联网，喜欢从事IT技术类工作；3.学习能力强，工作热情高，富有责任感，在高级工程师的指导下完成工作内容；4.本岗位欢迎优秀应届毕业生前来应聘。（学习能力强者可宽松学历要求）岗位职责：1、负责采用PHP+MYSQL技术开发网站前台功能及后台功能系统；2、负责网页切图，采用DIV+CSS布局制作静态网页，兼容IE6、IE7、IE8FF浏览器；3、掌握SVN版本控制工具，采用SVN与其他工程师实现代码同步及协同开发；4、团队协作，配合项目经理的管理工作，高效完成网站功能开发。福利待遇：1、岗前训练入职参加岗前训练，掌握岗位必须具备的工作技能。2、实习薪资实习期间包吃包住，薪资为基本工资+项目提成，多劳多得，不设上限。3、上班时间五天制，早上九点到下午六点，中午休息两小时，周六日双休。考核与晋升实习PHP工程师——PHP工程师——高级PHP工程师——系统架构师、项目经理、产品经理——项目总监——CTO（首席技术官）职能类别：网络工程师举报分享",公司直招PHP实习生双休
2000-4000/月,广州神骏网络科技有限公司,"职位描述：亲爱的，茫茫人海，蓦然回首，你在哪里？在这里，我们拒绝平庸；在这里，你可以天马星空，但不能眼高手低；在这里，你可以任性，但必须爱公司爱团队爱小伙伴；在这里，你可以不完美不周全，但必须有想法有激情……如果你是一个有能力有思想有理想有干劲的四有好青年；那么，加入我们，成为我们的小伙伴，一起创造未来！！！-----我们拥有的优势------ 多迪互联网集团具备十多年的网站建设及网络营销经验- 累计为5000多个国内知名品牌提供网站设计、网站开发、网络营销及移动开发等整体解决方案- 资深行业专家构建的优质团队- 千亿的巨额市场- 宽广的行业人脉- 风险投资热点领域-----我们能带给你------ 拥有多年项目开发经验的行业资深项目经理带领团队- 有无工作经验都可以进入公司实习,提供饮食和住宿- 不限专业，同时也为应届毕业生提供实习岗位- 身价呈几何倍数增长- 短期晋级高净值人群的财富机遇- 公司团队有冲劲，成员80,90后为主- 基本工资+提成奖金，奖金不设上限- 上班时间为五天制，早九晚六，中午两小时休息时间，双休- 公司不定期组织聚餐、活动及旅游- 个人能力突出者可以推荐到全国各地分公司工作-----晋升空间-----实习PHP工程师——PHP工程师——高级PHP工程师——系统架构师、项目经理、产品经理——项目总监——CTO（首席技术官）-----岗位职责-----1.由项目经理带领团队，完成网站开发任务；2.能够独立建站，能协助团队完成网站后台开发；3.运用PHP程序开发经验，根据主管部门要求对项目进行修改及开发；4.负责采用PHP+MYSQL技术开发网站前台功能及后台功能系统；5.根据PHP/MySQL(SQL SERVER)开发，编写基础应用程序；6.参与项目可行性分析、技术可行性分析和需求分析，确定技术解决方案及项目进度计划；7.编写程序代码，设计数据库，按时按质按量完成项目各项功能；-----如果你------ 逻辑思维能力强，性格开朗，责任心强，工作积极主动；- 有无基础都可以，但必须对软件开发有兴趣,喜欢从事PHP开发工作；- 学习能力强，工作热情高，富有责任感，在项目经理的指导下完成工作内容；- 具备强烈的进取心和良好的团队合作精神；- 热爱互联网工作，致力于成为互联网精英；- 自信拥有专精的职业化素养，敢闯，敢干，务实稳健！- 加入我们吧！您魅力的展现地，一寸方圆，鬼斧神工的刻画！- 放飞你的思想，让这里成就您艺术的天堂！天河大观南路26号长盛商务大厦D栋4楼   黄村地铁口B出口 上天桥看到长盛商务大厦，一直往前走下天桥就到了职能类别：软件工程师其他关键字：周末双休带薪年假年终双薪绩效奖金全勤奖加班补助包吃包住包住宿包三餐举报分享",实习php开发程序员双休
2000-4000/月,广州神骏网络科技有限公司,"职位描述：亲爱的，茫茫人海，蓦然回首，你在哪里？在这里，我们拒绝平庸；在这里，你可以天马星空，但不能眼高手低；在这里，你可以任性，但必须爱公司爱团队爱小伙伴；在这里，你可以不完美不周全，但必须有想法有激情……如果你是一个有能力有思想有理想有干劲的四有好青年；那么，加入我们，成为我们的小伙伴，一起创造未来！！！-----我们拥有的优势------ 多迪互联网集团具备十多年的网站建设及网络营销经验- 累计为5000多个国内知名品牌提供网站设计、网站开发、网络营销及移动开发等整体解决方案- 资深行业专家构建的优质团队- 千亿的巨额市场- 宽广的行业人脉- 风险投资热点领域-----我们能带给你------ 拥有多年项目开发经验的行业资深项目经理带领团队- 有无工作经验都可以进入公司实习,提供饮食和住宿- 不限专业，同时也为应届毕业生提供实习岗位- 身价呈几何倍数增长- 短期晋级高净值人群的财富机遇- 公司团队有冲劲，成员80,90后为主- 基本工资+提成奖金，奖金不设上限- 上班时间为五天制，早九晚六，中午两小时休息时间，双休- 公司不定期组织聚餐、活动及旅游- 个人能力突出者可以推荐到全国各地分公司工作-----晋升空间-----实习PHP工程师——PHP工程师——高级PHP工程师——系统架构师、项目经理、产品经理——项目总监——CTO（首席技术官）-----岗位职责-----1.由项目经理带领团队，完成网站开发任务；2.能够独立建站，能协助团队完成网站后台开发；3.运用PHP程序开发经验，根据主管部门要求对项目进行修改及开发；4.负责采用PHP+MYSQL技术开发网站前台功能及后台功能系统；5.根据PHP/MySQL(SQL SERVER)开发，编写基础应用程序；6.参与项目可行性分析、技术可行性分析和需求分析，确定技术解决方案及项目进度计划；7.编写程序代码，设计数据库，按时按质按量完成项目各项功能；-----如果你------ 逻辑思维能力强，性格开朗，责任心强，工作积极主动；- 有无基础都可以，但必须对软件开发有兴趣,喜欢从事PHP开发工作；- 学习能力强，工作热情高，富有责任感，在项目经理的指导下完成工作内容；- 具备强烈的进取心和良好的团队合作精神；- 热爱互联网工作，致力于成为互联网精英；- 自信拥有专精的职业化素养，敢闯，敢干，务实稳健！- 加入我们吧！您魅力的展现地，一寸方圆，鬼斧神工的刻画！- 放飞你的思想，让这里成就您艺术的天堂！天河大观南路26号长盛商务大厦D栋4楼   黄村地铁口B出口 上天桥看到长盛商务大厦，一直往前走下天桥就到了职能类别：互联网软件开发工程师其他关键字：周末双休带薪年假年终双薪绩效奖金全勤奖加班补助包吃包住包住宿包三餐举报分享",实习php程序开发双休
2000-4000/月,广州神骏网络科技有限公司,职位描述：任职要求1、专业不限，有无经验均可，热爱互联网工作，有一定的逻辑思维2、有无基础都可以（入职参加岗前训练），对软件开发有一定的兴趣，愿意往JAVA软件开发方向发展3、有责任心、细致，有耐心，具有良好的团队合作意识4、学习能力强，工作热情高，富有责任感，在高级工程师的指导下完成工作内容5、欢迎应往届大学毕业生或者想转行人士也可以参加岗位职责1、在上级的领导和监督下定期完成量化工作要求；2、能独立处理和解决所负责的任务；3、学习能力强，工作热情高，富有责任感，在部门经理的指导下完成工作内容；4、根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务；福利待遇：1、入职参加岗前训练，掌握岗位必须具备的工作技能；2、实习期间包吃包住，薪资为基本工资+项目提成，多劳多得，不设上限；3、5天制上班时间，早上九点到下午六点，中午休息两小时，周六日双休。晋升空间：初级Java开发---中级Java开发--高级Java开发---项目主管--Java项目经理---网站架构师----资深专家职能类别：软件工程师举报分享,实习Java工程师双休好福利
3000-4499/月,广州神骏网络科技有限公司,职位描述：任职要求1、专业不限，有无经验均可，热爱互联网工作，有一定的逻辑思维2、有无基础都可以（入职参加岗前训练），对软件开发有一定的兴趣，愿意往JAVA软件开发方向发展3、有责任心、细致，有耐心，具有良好的团队合作意识4、学习能力强，工作热情高，富有责任感，在高级工程师的指导下完成工作内容5、欢迎应往届大学毕业生或者想转行人士也可以参加岗位职责1、在上级的领导和监督下定期完成量化工作要求；2、能独立处理和解决所负责的任务；3、学习能力强，工作热情高，富有责任感，在部门经理的指导下完成工作内容；4、根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务；福利待遇：1、入职参加岗前训练，掌握岗位必须具备的工作技能；2、实习期间包吃包住，薪资为基本工资+项目提成，多劳多得，不设上限；3、5天制上班时间，早上九点到下午六点，中午休息两小时，周六日双休。晋升空间：初级Java开发---中级Java开发--高级Java开发---项目主管--Java项目经理---网站架构师----资深专家职能类别：系统管理员/网络管理员举报分享,诚聘实习JAVA程序员
10000-14999/月,广州斯沃德科技有限公司,"职位描述：职位描述：岗位职责：1.积极参与公司在互联网金融方面的业务创新、协助新产品平台实施；2.能和团队成员一起完成项目的需求分析、方案设计、代码编写、集成测试；3.负责软件产品系统的框架设计、数据结构设计、性能调优；4.负责产品的技术选型，设计产品技术架构、接口规范，为开发人员提供更加快速有效的开发框架、服务、公用组件；5.严格遵循公司的流程和质量制度，完成系列标准化操作；任职资格：1.全日制本科学历，计算机或相关专业 ；2.2年以上JAVA开发经验，熟悉网站系统开发，完成至少2个实际运营的大型项目 ；车联网物联网行业优先。3.熟悉Weblogic, WebSphere, Jboss, Tomcat等至少两种应用服务器,熟悉J2EE相关技术和框架（Struts/Spring/Hibernate/mybatis等）；4.熟悉linux、unix操作系统，熟悉SQL Server/MySQL数据库 ；5.熟练使用Eclipse、Maven等开发和构建工具 ；6.有金融行业经验者优先考虑 ；7.具有良好的质量意识。斯沃德福利1、地处广州高新产业开发区（科学城），办公环境舒适，周边配套齐全；2、提供美味的工作餐，下午茶，水果，零食给员工享用；3、安排年度体检，关注员工身心健康；4、购买五险一金，提供各种津贴福利；5、为员工安排生日会，节庆活动，国内外旅游等休闲娱乐福利；6、提供多元在职培训课程及完善的职业发展机制，关注人才培养；工作地址广州科学城科学大道121号科城大厦职能类别：软件工程师系统架构设计师关键字：java工程师java架构师java程序员java技术员举报分享",Java开发主管
12000-20000/月,深圳市博思协创网络科技有限公司广...,职位描述：1. 负责IBOS产品的技术攻关、开发计划制订和实施2. 负责IBOS产品的开发工作，以及产品的性能优化、结构升级等。岗位要求：1.  计算机相关专业，专科以上学历，有扎实的计算机专业知识；2.  熟悉PHP开发， 熟悉至少一个以上的PHP框架；3.  熟悉系统的底层架构设计. 有架构师思维或正在朝架构师成长的路上；4.  参与过完整的产品开发过程（非二次开发；5.  善于沟通技术讨论解决方案，培养新人等。岗位上升通道：技术经理/项目经理职能类别：高级软件工程师关键字：PHP大牛举报分享,资深PHP开发（广州公司）
