salary,company,jobcont,jobname
2000-3500/月,广州市讯和电信有限公司,"岗位职责：1、负责保证生产系统的正常运作；2、定期分析和检查服务器的健康状况，并能及时发现和处理；3、能正确运用系统自动化运维工具，提升运维效率。任职要求：1、计算机或相关专业；了解和接触过LINUX/UNIX系统；2、能够运用Centos下的各种管理命令的运用和常用的Shell,perl,python 脚本的编写;3、有了解和接触linux 下的mysql,apache,tomcat,php,nginx，mongodb的配置管理;4、责任心强、勤于思考、动手能力强、较好的表达沟通能力;5、了解常用的系统监控系统的部署;6、了解Asterisk维护经验者优先。7、上班地点：广州、深圳",Linux系统工程师实习生
8000-9999/月,广州港亨信息科技有限公司,岗位描述：1.	熟悉Linux/ubuntu系统及常见服务的安装配置、日常管理、安全、备份、恢复、故障处理、日志分析等技能；2.	熟悉Web、MySQL、Nginx、apache、Tomcat、MongoDB等常用服务的安装、配置和维护；3.	熟悉网络服务器、防火墙安全、负载均衡、系统集群、数据库集群与主从架构实现方案并有实施经验等；4.	有一定PHP编程基础，熟悉Shell脚本；5.	能够熟练排查运维过程中出现的服务故障、系统故障、网络故障；6.	优化网络系统，规划调整设备配置，完成路由器/交换机/防火墙的配置施工、操作及维护，参与服务器与用系统的管理，确保系统的稳定可靠运行；7.	熟悉各种应用系统的使用、管理和维护工作，精通多种安全技术，掌握各种攻击与防护技术；岗位要求：1.	计算机/通信相关专业，专科以上学历；2.	有3年以上相关工作经验，掌握各种网络环境搭建，具备较强的技术基础；3.	熟悉网络设备、服务器的安装、调试、维护；具备网络故障的分析、判断、解决能力；4.	有较强的沟通协调能力及高度责任心；5.	具有撰写技术文档和手册能力，良好的英文阅读能力；6.	具有良好的代码习惯、沟通表达协调能力和较强的文档编写能力；7.	具有良好的团队合作精神和沟通能力、积极乐观的工作态度；8.	有相关大中型在线系统开发及维护经验者优先。,网络运维工程师
10000-20000/月,广州市衣联网络科技有限公司,"你的工作：1、负责平台代码发布与网站简单的配置修改。2、负责平台对应业务的维护，通过查看监控系统，处理报错与维护。3、负责平台上对应业务的稳定，安全运行。4、配合开发、测试或其他相关同事的工作对接。5、负责CDN故障的排查，确保网站对外的稳定访问。6、负责linux服务器平台的搭建，安全体系建设，维护和优化。你一定是：1、熟悉centos系统操作和安全配置与策略，iptables防火墙设置，了解对系统调优。2、熟悉数据库软件及SQL语言,以及数据库(mysql)主从备份,优化以及灾难恢复者优先。3、懂网络管理维护，能承受故障突发、抗压能力强，具备较强的表达和协调能力。4、熟悉Shell编程，善于使用脚本来完成日常系统运维工作,熟练掌握Shell、Perl等脚本语言的一种并有相关开发经验者优先。5、熟悉linux下apache、Nginx、mysql、php、memcache、SVN、fastDFS等常见服务器环境架设,能够快速部署、配置及排错。6、熟悉zabbix或nagios监控系统的安装，配置，维护等工作。晋升路线：中级技术工程师—— 高级技术工程师或基层管理——资深技术工程师或中层管理——技术专家或高级管理加入我们，你收获的不仅仅是一份工作，你还可以......1、做自己喜欢做的事做自己喜欢做的事。选择富有年轻活力的网络公司作为自己的工作，希望为推动中国互联网的发展而努力——这个理由充分而简单。2、远离“Office Politics”在这里没有等级森严的行政级别，这里只明确每个人的职责。我们坚决摈弃所谓的“办公室政治”，我们希望营造一个公平、民主、开放、透明的工作环境。3、和绿色一起工作健康是我们无法忽视的生命主题，整洁的办公环境随处可见绿色植物，让我们共同拥有一个环保、愉悦的工作空间。4、描绘宏伟蓝图选择有时候很简单，是否能把握机会让自己快乐的工作和生活，未来三年或五年您将何去何从，选择在于你自己。5、修炼成精人生的成长需要智者，研究表明职场90%以上含冤成骨，这里有广阔的职业发展空间和众多的白骨精通过内外丰富多样的培训活动，协助你尽快脱胎换骨，修炼成精。6、让生活不再是浮云双休、弹性上下班、超长年假，旅游、健身活动，生日、单身PARTY，下午茶、神秘礼物等，让你的生活更加精彩。......你知道吗：1、你错过了股票疯涨的90年代初，错过了房价狂飙的时期，错过了互联网快速发展的年代，今年，你还要错过电商吗？21世纪，我们如果不做电商，错过的不是一个机遇，而是错过了一个时代；2、聚美优品、京东、唯品会的上市给公司员工带来了巨大的财富，阿里巴巴在2014年9月上市，更是举世瞩目，阿里员工一夜暴富，1年的收入超过别人100年，马云的财富身价，超过王健林和马化腾，成为中国新首富。",运维工程师（100强电商平台急聘）
8000-9999/月,广州港亨信息科技有限公司,岗位描述：1.	熟悉Linux/ubuntu系统及常见服务的安装配置、日常管理、安全、备份、恢复、故障处理、日志分析等技能；2.	熟悉Web、MySQL、Nginx、apache、Tomcat、MongoDB等常用服务的安装、配置和维护；3.	熟悉网络服务器、防火墙安全、负载均衡、系统集群、数据库集群与主从架构实现方案并有实施经验等；4.	有一定PHP编程基础，熟悉Shell脚本；5.	能够熟练排查运维过程中出现的服务故障、系统故障、网络故障；6.	优化网络系统，规划调整设备配置，完成路由器/交换机/防火墙的配置施工、操作及维护，参与服务器与用系统的管理，确保系统的稳定可靠运行；7.	熟悉各种应用系统的使用、管理和维护工作，精通多种安全技术，掌握各种攻击与防护技术；?8. 熟悉C++，有相关实际经验，对虚拟货币和区块链技术有经验者优先。岗位要求：1.	计算机/通信相关专业，专科以上学历；2.	有3年以上相关工作经验，掌握各种网络环境搭建，具备较强的技术基础；3.	熟悉网络设备、服务器的安装、调试、维护；具备网络故障的分析、判断、解决能力；4.	有较强的沟通协调能力及高度责任心；5.	具有撰写技术文档和手册能力，良好的英文阅读能力；6.	具有良好的代码习惯、沟通表达协调能力和较强的文档编写能力；7.	具有良好的团队合作精神和沟通能力、积极乐观的工作态度；8.	有相关大中型在线系统开发及维护经验者优先。,网络运维工程师
10000-18000/月,广州佰锐网络科技有限公司,"岗位职责1、从事公司云计算产品相关业务平台以及底层技术构架的设计与开发；2、攻克高并发、高稳定性、单点宕机、集群扩容等带来的各种挑战及技术难题；3、按照系统开发计划，协同其他同事一起工作，提交高质量的代码，完成开发任务；4、负责相关技术文档的编写和维护；5、学习并分享新的技术知识及心得。任职要求1、计算机、通信或相关专业，本科及以上学历，三年以上互联网行业开发经验；2、熟练应用Spring、Hibernate等常用框架；3、熟悉REST、Web Service, SOA等技术；4、熟练应用Web开发技术，特别是常用的JS组件库如jquery、easyUI等；5、熟悉MySQL，Oracle等主流数据库的编程、设计开发；6、熟悉Linux开发环境，掌握shell脚本工具，熟悉一种以上的WEB服务器配置，如Apache/Nginx/Tomcat/Jetty等服务；7、对分布式系统算法、实现、性能调优有实践经验者优先；8、良好的沟通能力，善于与人合作，有大型互联网应用项目开发经验者优先。工作时间及福利：1、每周5天工作制（双休），上班时间：上午9:00-12:00，下午13:30-18:00；2、设有年终奖、效益奖、五险一金、带薪假（婚假、产假、病假、年假等）+ 各类法定节假日，其中关于年假：服务满一年给予5天带薪年假，服务期限每增加一年，年假递增1天，最长可享有15天带薪年假；3、月集体活动、部门活动、电影票、生日福利、节日福利、年度旅游、不定期体检、不定期聚餐等；4、公司提供优美办公坏境，提供优质资源；5、这里不仅仅是提供一份单纯的工作，在这里能接触各路大神和海归，能邂逅各种美女和男神。培训及发展：1、公司提倡“以老扶新，团队作战”合作方式；2、公司提供完善的岗前、岗中以及专业知识培训；3、完善透明的职业晋升通道，只要你有能力有本事，公司不拘一格用人才！联系人:钟小姐020-85276986",高级Java开发工程师（视频云平台）
12000-15000/月,汇桔网,"岗位职责：1、负责产品服务器的新增部署、产品版本更新部署、服务端数据、文件的备份管理；2、负责服务器的架设、调试及管理；3、负责服务器系统安全、网络安全及应用程序的维护；4、负责网站日常监控，解决网站日常运行中出现的各种故障，包括操作系统、数据库、网络及硬件设备等故障；5、办公室IT支持：对公司 PC、OA设备、局域网、广域网、电话系统等设施进行管理维护。岗位要求：1、大专及以上学历，计算机或相关专业，三年以上Linux服务器管理维护和服务器搭建；2、精通linux操作系统，熟练部署和维护Linux服务器以及在linux服务器上架设各种服务；3、熟悉TCP/IP协议，熟练编写shell script脚本；4、熟悉PHP、JAVA等开发环境的配置，熟练LAMP,LNMP以及Mysql,oracle数据库维护；5、有互联网金融公司工作经验、基于APACHE+NGINX搭建高并发服务器集群经验者优先。",运维经理（工作地点：科学城）
15000+ /月,广州乐为数码科技有限公司,"岗位描述：1、负责游戏后台的开发和优化，游戏对接等各项工作；2、负责带领技术团队进行技术攻关，并参与核心程序模块的编写，跟进项目进度；3、优化系统架构，提升系统性能，防范各种攻击以及突发事件处理，确保网站正常运作；4、参与开发团队的人员招聘、培训指导、绩效管理及团队建设等方面的工作;5、完成公司领导安排的其它方面的工作.岗位要求：1、3年以上游戏后台开发经验，其中至少1年担任管理职位；2、精通 PHP,Framework开发经验,熟练使用 smarty, Zend Framework3、精通 MYSQL,有 MySQL索引优化、查询优化和存储优化经验，具有丰富数据库建模设计经验 ;4、熟悉面向对象的软件设计方法，对面向对象的设计模式有较深的理解并能熟练应用;5、精通 linux+nginx/apache+php+mysql服务器配置及优化;6、精通搜索引擎优化(SEO);7、具有良好的领导能力，学习能力、沟通能力，承受压力能力，独立分析及解决问题的能力;8、善于交流，勇于技术革新和创新，具有团队协作和敬业精神；具有较强的工作责任心和事业心.",PHP 开发经理
6000-10000/月,广州佰锐网络科技有限公司,岗位职责：1、从事公司云计算产品相关业务平台的开发；2、积极响应产品运营对开发的需求；3、按照系统开发计划，协同其他同事一起工作，提交高质量的代码，完成开发任务；任职要求：1、计算机、通信或相关专业，大专及以上学历，一年以上互联网行业开发经验；2、熟练应用Spring、Hibernate等常用框架；3、熟练应用Web开发技术，特别是常用的JS组件库如jquery、bootstrap等；4、熟悉MySQL，Oracle等主流数据库的编程、设计开发；5、熟悉Linux开发环境，掌握shell脚本工具，熟悉一种以上的WEB服务器配置，如Apache/Nginx/Tomcat/Jetty等服务；工作时间及福利：1、每周5天工作制，双休；2、设有效益奖、年终奖、社保五险、带薪（婚假、产假、病假、年假等）+ 各类法定节假日，其中关于年假：服务满一年给予5天带薪年假，服务期限每增加一年，年假递增1天，最长可享有15天带薪年假；3、月集体活动、部门活动、电影票、生日福利、节日福利、年度旅游等；4、公司提供优美办公坏境，提供优质资源；5、这里不仅仅是提供一份单纯的工作，在这里能接触各路大神和海归，能邂逅各种美女和男神。培训及发展：1、公司提倡“以老扶新，团队作战”合作方式；2、公司提供完善的岗前、岗中以及专业知识培训；3、完善透明的职业晋升通道，只要你有能力有本事，公司不拘一格用人才！,中级Java开发工程师
10000-20000/月,广州四三九九信息科技有限公司,岗位职责：1. 根据产品要求，负责对公司战略型产品的开发，完善产品功能；2. 理解产品设计，完成技术开发工作并完善开发文档。任职要求：1. 计算机科学或相关专业，专科或以上学历，具有扎实的计算机专业基础知识；2. 一年以上Ruby/Rails项目经验，了解项目架构；2. 熟悉linux系统，mysql数据库，Nginx的部署；4. 独立学习能力强，有较强的逻辑分析能力，具备服务意识；5. 热爱程序设计，能及时了解新技术和理念，具备良好的代码书写规范以及开发文档规范；6. 沟通能力理解能力强，突破自身技术瓶颈实现产品设计的效果。具备以下能力优先：1. 了解一款开源项目；2. 熟悉前端开发技术；3. 阅读过Rails相关源码。,Ruby开发工程师
8000-15000/月,广州协富智能科技有限公司,"税后薪资：8K-15K1. 计算机或相关专业，3年以上工作经验2. 熟悉J2EE和Java主流框架的开发，良好的编码习惯。3. 掌握Spring / Hibernate / Struts / apache-commons等常用开发框架。4. 掌握Web Service / JSP/JSTL, css/less，JQuery等页面开发5. 熟悉sql 编程， server 2008数据库6. 了解linux（centos）服务器操作 和运维相关软件（Nginx,resin）优先7. 具有较强的团队协作精神和责任心，勤奋敬业公司提供优质的薪资待遇福利，在这里不看学历，只看能力，你的能力在我们这里会说话，你的薪资待遇在我们这里会体现，你的付出都会有回报，你拥有自我价值的话事权。让我们一起加入这个大家庭吧！一起奋斗吧！敬青春，敬梦想……福利：社保+住房公积金+周末双休+年假+年底双薪+年中奖+项目奖金",java高级软件工程师
8000-15000/月,广州协富智能科技有限公司,"1. 计算机或相关专业，3年以上工作经验2. 熟悉J2EE和Java主流框架的开发，良好的编码习惯。3. 掌握Spring / Hibernate / Struts / apache-commons等常用开发框架。4. 掌握Web Service / JSP/JSTL, css/less，JQuery等页面开发5. 熟悉sql 编程， server 2008数据库6. 了解linux（centos）服务器操作 和运维相关软件（Nginx,resin）优先7. 具有较强的团队协作精神和责任心，勤奋敬业公司提供优质的薪资待遇福利，在这里不看学历，只看能力，你的能力在我们这里会说话，你的薪资待遇在我们这里会体现，你的付出都会有回报，你拥有自我价值的话事权。让我们一起加入这个大家庭吧！一起奋斗吧！敬青春，敬梦想……福利： 社保+住房公积金+周末双休+年假+年底双薪+年中奖+项目奖金",java高级软件工程师
4500-5999/月,广州市讯和电信有限公司,"岗位职责：1、负责保证生产系统的正常运作；2、定期分析和检查服务器的健康状况，并能及时发现和处理；3、能正确运用系统自动化运维工具，提升运维效率。任职要求：1、计算机或相关专业，本科以上学历；二年以上LINUX/UNIX系统管理经验；2、熟练运用Centos下的各种管理命令的运用和常用的Shell,perl,python 脚本的编写;3、熟练掌握linux 下的mysql,apache,tomcat,php,nginx，mongodb的配置管理;4、责任心强、勤于思考、动手能力强、较好的表达沟通能力;5、熟悉常用的系统监控系统的部署;6、具有Asterisk维护经验者优先。7、上班地点：广州、深圳",Linux系统工程师
8000-12000/月,上海颂煜网络科技有限公司,"岗位要求：1、至少1-2年Java开发经验；2、熟悉myibatis,spring开发框架；3、熟悉memcached,redis缓存开发框架；4、熟悉html、javascript；5、大专或者大专以上学历；6、熟悉nginx.haproxy等软件优先。福利待遇：1、享受国家规定节假日休假；2、享受国家劳动局规定的五险一金等社保福利待遇；3、入职签订劳动合同，完善的后勤保障服务；4、享受定期国内外旅游和公司部门定期的聚餐等福利活动，让您如家的感觉，工作更精彩；5、完善的激励措施，物质和精神相结合的长效激励，让您的工作更有动力，更有激情；6、周末双休，朝九晚六工作时间，待遇***；7、完善的晋升机制、晋升空间；8、公司环境优美、地理位置优越！联系人：人事部 周小姐联系电话：020——62719888面试地址：广州市天河区黄埔大道西120号高志大厦26楼交通线路指引：1、地铁：地铁乘坐3号线到岗顶站，可步行至公司（约20分钟）；地铁乘坐5号线到潭村站，步行约20分钟至公司。2、公交：公交可乘车到石牌村、国防大厦站等下车。注：面试时请携带个人简历，如果有策划方案作品也带上。",java软件工程师
6000-7999/月,广东中建普联科技有限公司,"工作职责：1、 负责网站应用日常部署,更新,以及应用及数据备份。2、 快速定位故障原因，提供解决方案。3、 提升网站应用的速度，稳定性，可靠性，安全性，降低成本。4、 完成开发测试运营等人员的需求,提供系统技术支持。5、 参与网站应用的架构设计,实施，监控，优化及升级。6、 研究应用架构和运维技术，参与运维系统的规范化，标准化，自动化建设。7、 参与上级安排的各种IT运维项目。岗位要求：1、大专及以上学历，计算机相关专业，2-3年以上相关工作经验。2、能够熟练使用Linux。3、至少熟练掌握 Shell/Python中一种脚本语言，能根据运维需求快速开发相应脚本。4、熟悉lvs、nginx、keepalived、tomcat、redis、elasticsearch、bind等环境安装配置及调优。5、熟悉mysql 数据库的安装配置与管理及调优，熟悉sql语言。6、熟悉zabbix，cacti，nagios等监控软件使用。",运维工程师
8000-15000/月,广州弘先网络科技有限公司,职位描述：1．负责部署技术支持；2．负责数据业务技术支持；3．负责系统网络运维工作；工作要求：1.熟悉MYSQL，了解并有过SQL语句优化、MYSQL主从、MYSQL集群方面的经验；2.熟悉网络，了解并有过TCP/IP、PPTP、网络传输优化、网络故障分析和处理方面的经验；3.熟悉Nginx，有做过Nginx高并发下的优化、Nginx故障分析和处理；,运维工程师
8000-9999/月,广州风牛网络科技有限公司,职位要求：1、专科以上学历，2年以上PHP开发经验；2、精通PHP， 熟悉linux+Nginx+php+mysql网站架构，熟悉MVC等设计模式；3、至少精通或者熟悉一种常用的PHP开发框架，精通ThinkPHP框架者优先；4、熟悉MYSQL数据库开发，配置、维护、性能优化 ，有大数据处理及优化经验者优先；5、熟悉JQuery、Javascript、Ajax、以及CSS等界面开发的优先；6、熟悉Linux操作系统，有一定的shell编程能力；7、具有良好的沟通、理解及逻辑分析能力；8、思维敏捷、编程及学习能力强，有责任心；工作职责：1． 网站产品的技术整体架构设计；2.  负责电商平台的代码开发。3． 相关技术文档的编写与整理；4． 根据公司需求开发相关网站和系统项目；5． 参与网站和系统的定期维护和功能更新。,PHP开发工程师
10000-15000/月,珠海蜂窝网络科技有限公司,岗位职责：1、根据产品计划，与产品、设计和市场团队配合，完成系统分析和设计工作，承担核心架构的代码编写；2、分析系统瓶颈，重构优化和改进系统架构、算法，提高系统性能；3、带领Java开发团队按质按量交付各部门需求；4、根据用户反馈，及时修复bug及遗留问题；5、完成日常的项目维护、接口调试、及新版本升级等工作；6、完成上级交代的其它工作任务。岗位要求1、大专及以上学历，计算机相关专业，3年以上web项目开发经验， 熟练掌握ExtJS框架开发；有混合式app开发经验者优先考虑。2、熟悉J2EE架构，熟悉Struts、Spring、iBatis等主流开源框架；3、熟悉HTML5、JavaScript、XML，熟练使用Ajax；熟悉WebService原理及实现方式；4、熟悉Linux操作系统；熟悉Tomcat、JBoss、Apache、Nginx等服务器；5、逻辑思维能力强，有良好的编程习惯，具备较强的学习能力和钻研精神，熟悉敏捷开发流程；6、有责任心，有良好的沟通协调能力和团队协作意识；积极上进， 执行力强，可以接受高强度的压力。,Java高级开发工程师（app开发）
4500-8000/月,广东村村通科技有限公司,岗位职责：1、负责各种运营平台系统的搭建，负责系统的运维和优化工作；2、解决集成技术难题，提出有针对性的解决方案；3、协助编写投标文档、项目方案书、行业技术文档；岗位要求：1、计算机或相关专业，大学本科以上学历，1年以上运维或系统集成等工作经历；2、熟悉Apache httpd、nginx、tomcat、jboss、HAProxy等Web服务器和应用服务器安装部署、配置管理，熟悉HTTP协议；3、精通CentOS、Redhat、Windows操作系统安装配置，熟悉VMWare等虚拟化平台配置，掌握Linux基本命令操作，熟悉shell、perl、python等脚本更佳；4、熟悉关系数据库原理和SQL语法，熟悉Oracle、MySql等数据库安装部署、配置优化；5、精通CISCO、Juniper、华为等主流交换机、路由器、防火墙等网络硬件设备；6、精通TCP/IP协议以及相关网络安全、网络管理协议，对于网络安全有丰富的经验；7、具备对IT技术的强烈热爱和好学心，持续对新技术、新知识保持关注，勇于接受工作挑战；8、良好的团队合作精神，沟通能力和服务意识，强烈的责任心和敬业精神。,系统工程师
25000-29999/月,恒大地产集团珠三角房地产开发有限...,"岗位职责：1. 基于公司的网站与系统产品设计需求，负责 php程序的设计、开发工作；2. 完成php产品的设计、实现、测试及维护功能。任职条件：1. 全日制统招大学 本科 及以上学历，3年以上相关工作经验；2. 熟悉apache/nginx＋php5 + mysql 开发, 有PHP主流框架的使用经验；3. 熟悉json+AJAX技术和模板技术，了解css+div和JavaScript；4. 熟悉TCP/IP协议,HTTP协议和网络编程，及Apache/Nginx、MySQL和Linux的日常管理和维护；5. 具备较强的逻辑思维和学习能力，能独立进行模块设计、解决实际问题；6. 熟练掌握Yii, CI, Thinkphp等主流框架；7. 有OA系统开发经验者优先考虑。",PHP开发工程师
12000-18000/月,广东村村通科技有限公司,岗位职责：1、参与电商平台产品开发和项目实施；2、负责业务模块和相应的接口开发、测试及维护，相关技术文档的编写；3、与客户沟通，获取客户需求，编写需求文档和项目实施方案；4、协助项目经理及部门经理完成相关其他工作任务。岗位要求：1、计算机相关专业，大学本科以上学历，2年以上开发或实施工作经验；2、熟悉Java语言，熟悉JSP、Servlet、JDBC技术，了解多层开发架构原理，掌握使用struts2、spring、hibernate等框架开发；3、熟悉Javascript、JQuery、HTML、CSS+DIV、XML、WebService等相关知识和开发技能；4、熟悉Tomcat、Apache httpd、nginx、HAProxy等Web服务器和应用服务器安装部署、配置管理，熟悉HTTP协议;5、熟悉关系数据库原理，掌握基本SQL语法，具有使用MySQL和Oracle数据库其中之一进行开发工作经验；6、具有Luence、Solr、Zookeeper、ActiveMQ、Camcel、CXF等框架开发经验等优先；7、善于学习钻研，对新技术的接收能力强，有很强的逻辑分析能力和解决问题的能力；8、工作主动、认真负责，具有较强的独立工作能力，善于与人沟通，团队合作意识强。备注：经验能力更高的应聘者可作为架构师和项目经理入职，能力稍逊者可作为软件工程师备选。,高级软件工程师
6000-9000/月,天讯瑞达通信技术有限公司,岗位职责：1.负责业务系统的部署和日常更新，日常监控和维护；2.确保业务系统的正常运行及应急响应；3.研究业务系统架构、实现性能优化，提高系统的健壮性；4.协助制定和改进部署、维护流程，提高服务运行质量；5.负责测试环境的维护及对日常IT的支持工作6.参与系统的监控方案、容灾方案、自动化运维方案的制定和实施。岗位要求：1.熟悉linux，熟悉shell、python编程2.掌握tomcat、dubbo、redis、nginx、mq等中间件3.熟悉oracle数据库，掌握sql语句，了解oracle的安装与维护4.熟悉分布式系统架构，熟悉在线系统应用维护，熟悉http等网络协议5. 具有优秀的团队合作和沟通协作能力、有责任心、能够接受加班,应用运维工程师
8000-9999/月,江苏易乐网络科技有限公司,岗位职责：1、负责游戏服务器的规划部署，对服务器构架和网络进行优化和改进；2、负责突发性事件的快速响应和处理，解决服务器和网络故障；3、负责游戏日常技术运营维护、事务处理；4、负责服务器性能检测及问题汇报；5、配合策划以及研发人员沟通，解决相关游戏问题；6、负责数据库备份机制的建立和执行；7、配合游戏开发人员，负责游戏更新的代码、数据库部署升级工作的机制建立和执行；任职要求：1、熟练掌握linux系统和windows系统的操作和维护，两年左右服务器运维工作经验；2、熟练使用shell，会配置mysql，nginx，tomcat等；3、了解perl或python，能做远程配置编程；4、熟悉TCP/IP协议和网络架构，具备基本的网络故障排错能力，对网络安全有一定的了解，有过架构网络或者电信机房工作的经验优先；5、熟悉mysql、sqlserver等数据库的安装、配置、管理和维护；6、熟悉一款键值对数据库的安装、部署、操作者优先；,运维工程师
5000-8000/月,指点传媒,工作内容：1、负责Linux(Centos)服务器架设与正常运行，优化各项维护工作流程；2、负责服务器的网络设置、维护和优化、网络的安全监控、系统性能管理和优化、网络性能管理和优化；3、负责公司运维项目的升级、扩容需求与资源落实，配合开发需求，测试、调整运维平台；4、负责自动化平台的管理和完善。任职要求：1、大专以上学历，互联网2年以上系统/web运维经验;2、熟练掌握linux(Centos)的日常管理、安全、备份、恢复、容灾、故障处理等技能;3、熟悉MySQL数据库设计、性能优化、备份还原、故障处理、负载均衡4、熟悉redis、nginx、resin/tomcat、zabbix等开源项目，并可根据需求搭建、配置、优化相应环境;5、能熟练编写shell/perl/python脚本的任一种；6、熟悉docker，对kubernetes有了解的优先;7、工作细致踏实，有较强的沟通、执行能力，责任心强,运维工程师
15000+ /月,广州太乙信息科技有限公司,"主要负责系统的分析、设计、架构。任职要求：1. 6年以上Python开发经验，熟悉Web Server架构，具有6年以上Web Server开发经验，6年以上互联网软件设计、分析、架构经验。2. 熟悉Nginx + Gunicorn + Django框架,分布式搜索elasticsearch框架。3. 了解Reactor模式,了解一种具体的Reactor实现(不限于Django, twisted, tornado, gevent, node.js)。4. 熟悉MySql，Oracle数据库。5. 良好的编码风格和编程习惯，对高质量的代码有执着的追求。6. 良好的团队精神和沟通能力。高度的事业心和责任感，工作认真负责，具有良好的职业操守。7. 全日制大学本科及以上学历。满足如下要求的优先考虑：1. 提供github地址或能代表自己实力的开源代码优先考虑；2. 对Centos，redhat系统有深入了解；3. 熟悉Web服务器如Nginx的配置；4. 了解基本的前端技术，HTML, CSS，JS；5. 了解分布式搜索elasticsearch框架。员工福利：1、实行每天7.5小时，每周5天的工作制，工作时间：9：00--18：00；2、五险一金：完善的社会保险，包含养老、医疗、工伤、失业、生育与住房公积金；3、企业年终奖；4、法定公众假期、定期的员工活动；5、其他福利：公司集体旅游；免费咖啡奶茶、水果零食。地址：广州市天河区天河东路153号国德大厦910（太古汇后）乘车路线：地铁三号线石牌桥站、地铁一号线体育中心站、公交天河东路站联系电话：020-87577326 刘小姐职位申请方式：1、通过招聘网站投递简历；2、直接发送简历至hr@mtaiyi.com，邮件主题为：姓名-职位（请将简历粘贴于邮件正文发送）。",Python系统架构师（急聘）
120000-180000/年,广州民间金融街管理有限公司,"岗位职责：1.负责公司的互联网金融平台开发与升级。2.负责产品的开发与维护、以及升级工作。3.承担独立功能模块的基本分析和设计任务。4.具备高效的分析，解决生产问题的能力任职要求：1.计算机或相关专业大学本科以上学历。2.5年以上JAVA后台开发经验能够独立承担开发工作，具备很强的编程技术和逻辑思维能力，具备难点攻关能力。3.熟悉J2EE体系架构，熟悉java开源框架如Spring、Hibernate、JPA2.0、Mybatis等4.熟悉Javascript、JQuery等Web页面技术，熟练掌握HTML/XHTML/HTML5、CSS/CSS3，熟悉主流Web浏览器的开发模式和特性优先5.精通Apache Tomcat, Weblogic 、Jboss等应用服务器；6.精通数据库开发，熟悉Mysql, Oracle, SQL Server数据库应用开发；7.熟悉Linux或者Unix操作系统环境下Tomcat、nginx服务器配置8.良好的编码风格，具备较强的阅读英文能力和文档撰写能力。9.能够独立编写项目的相关技术文档和设计文档。10.有互联网金融/p2p系统开发经验者优先。",java开发工程师
8-10万/年,广州菲音信息科技有限公司,岗位职责：1.负责定期检查公司的linux服务器和windows工作站的系统安全与网络安全；2.负责公司内外网的业务计算机网络的安全，作防攻击以及防渗透的整体方案规划；3.定期做新员工计算机系统与网络的安全信息培训。岗位要求：1.计算机应用、计算机网络、通信、信息安全等相关专业本科学历，一年以上网络安全领域工作经验；2.精通网络安全技术：包括端口、服务漏洞扫描、程序漏洞分析检测、权限管理、入侵和攻击分析追踪、网站渗透、病毒木马防范等；3.熟悉sql注入原理和手工检测、熟悉内存缓冲区溢出原理和防范措施、熟悉信息存储和传输安全、熟悉数据包结构、熟悉ddos攻击类型和原理有一定的ddos攻防经验，熟悉nginx安全设置、熟悉iptables等系统安全设置；4.熟悉linux系统，熟悉php/shell/python/ruby 等至少一种语言；5.了解主流网络安全产品（如firewall、ids、scanner等）的配置及使用；6.善于表达沟通，诚实守信，责任心强，讲求效率，具有良好的团队协作精神。,网络安全运维工程师
3000-4499/月,广州掌溢通网络科技有限公司,职位描述:【职责】(1) 服务器和系统的管理和监控；(2) 网络设备、计算机设备的维护；(3) 服务器软件的安装、配置；(4)帮助部门经理，消除引发重大故障发生的可控因素；(5)进行系统升级，保障系统的升级稳定可靠性；(6)协助处理办公室内部计算机系统的安装调试、故障处理、网络维护。【要求】(1)  计算机相关专业专科以上学历，一年以上系统管理经验；(2)  熟悉网络管理和网络监控。熟悉服务器、路由、防火墙、交换机等计算机设备的安装和配置，具有相当于网络工程师以上的技术水平；(3)  熟悉Linux（Ubuntu、RedHat）、windows以及相关虚拟机系统；(4)  熟悉exchange的安装、配置和维护。(5)  了解apache、squid、nginx或oracle的优先；(6)  了解负载均衡、故障切换、系统监控的优先；(7)  较好的沟通表达，较好的应变能力。,系统工程师
5000-10000/月,广州遇悦网络科技有限公司,"职位描述：1、 负责配置平台运行环境，确保平台运行正常,监控游戏服务器；2、 游戏服务器的规划、监控，数据备份，日志分析，故障排除，性能调优等工作；3、 研究运维相关技术，根据系统需求制定运维技术方案；4、研究系统架构、提高系统的健康性，参与运维流程制定、保证高效响应。任职要求：1、 大专及以上学历，计算机相关专业；2、 熟悉Linux操作系统的维护和备份方案,虚拟化及LVS架构熟练掌握者优先；3、 熟悉Nginx+MySQL+PHP的配置、使用；4、 熟悉Cacti，Nagios等监控软件的使用；5、 了解Shell编程、熟悉Perl、Python等脚本语言尤佳；6、 有较强的学习能力，热爱系统管理工作，有高度的责任心，喜欢钻研系统管理相关技术；7、 对系统安全，入侵检测等有一定了解，能根据服务器的情况制定相应安全措施；8、 具有WEBGAME运维经验、大型网站运维经验者优先。",运维工程师
